_id,banco,cae,cae_origen,date,dormitorios,escenario_financiamiento,estacionamiento,extractor,fuente,id_registro,integrante,monto,monto_financiado_uf,monto_pie_uf,periodo,pie,plazo_anios,region,timestamp,tipo_inmueble,tipo_interes,tipo_registro,titulo_proyecto,ubicacion_detalle,url_fuente,url_pagina_scrapeada
6a1e2119e7fe73afeef5c0fc,referencia_cmf,4.5556,,2026-06-02,3,,False,juan,,,,35003.0,,,,20.0,,Valparaiso,2026-06-02T00:15:20,departamento,fija,,,,https://www.portalinmobiliario.com,
6a1e211ae7fe73afeef5c1fb,referencia_cmf,4.3467,,2026-06-02,3,,True,juan,,,,35211.0,,,,20.0,,Biobio,2026-06-02T00:17:04,departamento,fija,,,,https://www.portalinmobiliario.com,
6a1e2118e7fe73afeef5c094,referencia_cmf,4.1185,,2026-06-02,3,,True,juan,,,,35211.0,,,,20.0,,Metropolitana,2026-06-02T00:14:23,departamento,variable,,,,https://www.portalinmobiliario.com,
6a1e2119e7fe73afeef5c1a8,referencia_cmf,4.0163,,2026-06-02,2,,True,juan,,,,35441.0,,,,20.0,,Biobio,2026-06-02T00:16:38,departamento,variable,,,,https://www.portalinmobiliario.com,
6a1e211ae7fe73afeef5c1f7,referencia_cmf,4.2435,,2026-06-02,3,,True,juan,,,,35441.0,,,,20.0,,Biobio,2026-06-02T00:17:04,departamento,fija,,,,https://www.portalinmobiliario.com,
6a1e1cb6e7fe73afeef5be46,referencia_cmf,4.2347,,2026-06-01,2,,True,juan,,,,35441.0,,,,20.0,,Metropolitana,2026-06-01T23:57:27,departamento,fija,,,,https://www.portalinmobiliario.com,
6a1e2118e7fe73afeef5c090,referencia_cmf,4.4105,,2026-06-02,3,,True,juan,,,,35441.0,,,,20.0,,Metropolitana,2026-06-02T00:14:23,departamento,mixta,,,,https://www.portalinmobiliario.com,
6a1e2119e7fe73afeef5c112,referencia_cmf,4.2753,,2026-06-02,3,,False,juan,,,,35503.0,,,,20.0,,Valparaiso,2026-06-02T00:15:20,departamento,fija,,,,https://www.portalinmobiliario.com,
6a1e211ae7fe73afeef5c1e3,referencia_cmf,4.2859,,2026-06-02,3,,True,juan,,,,35791.0,,,,20.0,,Biobio,2026-06-02T00:16:51,departamento,fija,,,,https://www.portalinmobiliario.com,
6a1e1cb7e7fe73afeef5bec8,referencia_cmf,4.3379,,2026-06-01,3,,True,juan,,,,35791.0,,,,20.0,,Metropolitana,2026-06-01T23:57:38,departamento,mixta,,,,https://www.portalinmobiliario.com,
